source_resource,target_resource,weight,activity_breakdown_out,activity_breakdown_in,dominant_activity_out,dominant_activity_in,avg_time_between_events,median_time_between_events,activity_entropy,activity_entropy_normalized,source_transition_probability,median_time_between_events_log,median_time_between_events_normalized
Value 43,Value 43,2865,"{""W_Completeren aanvraag"": 667, ""W_Afhandelen leads"": 464, ""W_Nabellen offertes"": 311, ""W_Nabellen incomplete dossiers"": 292, ""A_DECLINED"": 216, ""O_SELECTED"": 152, ""O_CREATED"": 152, ""O_SENT"": 152, ""A_PREACCEPTED"": 150, ""A_FINALIZED"": 113, ""A_ACCEPTED"": 111, ""O_CANCELLED"": 43, ""W_Valideren aanvraag"": 20, ""A_CANCELLED"": 16, ""O_DECLINED"": 4, ""O_SENT_BACK"": 1, ""W_Beoordelen fraude"": 1}","{""W_Completeren aanvraag"": 668, ""W_Afhandelen leads"": 417, ""W_Nabellen offertes"": 357, ""W_Nabellen incomplete dossiers"": 290, ""A_DECLINED"": 216, ""O_SELECTED"": 152, ""O_CREATED"": 152, ""O_SENT"": 152, ""A_PREACCEPTED"": 150, ""A_FINALIZED"": 113, ""A_ACCEPTED"": 111, ""O_CANCELLED"": 43, ""W_Valideren aanvraag"": 22, ""A_CANCELLED"": 16, ""O_DECLINED"": 4, ""O_SENT_BACK"": 1, ""W_Beoordelen fraude"": 1}",W_Completeren aanvraag,W_Completeren aanvraag,34.923258855280984,0.144306472,3.3463080479644853,0.8186760780290941,0.8129965947786606,0.1347987521850151,0.01153556100984054
Value 11,Value 11,2656,"{""W_Nabellen offertes"": 906, ""W_Completeren aanvraag"": 697, ""O_SELECTED"": 128, ""O_CREATED"": 128, ""O_SENT"": 128, ""W_Afhandelen leads"": 124, ""A_ACCEPTED"": 92, ""A_FINALIZED"": 92, ""W_Nabellen incomplete dossiers"": 85, ""O_CANCELLED"": 83, ""A_DECLINED"": 69, ""A_CANCELLED"": 64, ""A_PREACCEPTED"": 50, ""W_Valideren aanvraag"": 9, ""O_DECLINED"": 1}","{""W_Nabellen offertes"": 976, ""W_Completeren aanvraag"": 644, ""O_SELECTED"": 128, ""O_CREATED"": 128, ""O_SENT"": 128, ""W_Afhandelen leads"": 107, ""A_ACCEPTED"": 92, ""A_FINALIZED"": 92, ""W_Nabellen incomplete dossiers"": 85, ""O_CANCELLED"": 83, ""A_DECLINED"": 69, ""A_CANCELLED"": 64, ""A_PREACCEPTED"": 50, ""W_Valideren aanvraag"": 9, ""O_DECLINED"": 1}",W_Nabellen offertes,W_Nabellen offertes,298.5034194506672,0.9394480525,2.9322914517356478,0.7505435281529628,0.7383931053655824,0.6624034235742485,0.05668594836308449
Value 5,Value 5,2636,"{""W_Valideren aanvraag"": 820, ""W_Nabellen incomplete dossiers"": 614, ""W_Nabellen offertes"": 581, ""O_SENT_BACK"": 559, ""W_Completeren aanvraag"": 16, ""A_CANCELLED"": 14, ""O_CANCELLED"": 10, ""O_SELECTED"": 6, ""O_CREATED"": 6, ""O_SENT"": 6, ""A_DECLINED"": 2, ""O_DECLINED"": 2}","{""W_Valideren aanvraag"": 835, ""W_Nabellen incomplete dossiers"": 607, ""W_Nabellen offertes"": 573, ""O_SENT_BACK"": 559, ""W_Completeren aanvraag"": 16, ""O_CANCELLED"": 14, ""A_CANCELLED"": 10, ""O_SELECTED"": 6, ""O_CREATED"": 6, ""O_SENT"": 6, ""A_DECLINED"": 2, ""O_DECLINED"": 2}",W_Valideren aanvraag,W_Valideren aanvraag,62.59510620085735,0.08221065,2.160056350315414,0.6025324811294104,0.7143631436314363,0.07900584724257313,0.006761017859794087
Value 41,Value 41,2632,"{""W_Nabellen offertes"": 835, ""W_Completeren aanvraag"": 437, ""W_Nabellen incomplete dossiers"": 385, ""W_Afhandelen leads"": 140, ""O_SELECTED"": 128, ""O_CREATED"": 128, ""O_SENT"": 128, ""O_CANCELLED"": 90, ""A_ACCEPTED"": 82, ""A_FINALIZED"": 77, ""A_DECLINED"": 65, ""A_CANCELLED"": 51, ""W_Valideren aanvraag"": 41, ""A_PREACCEPTED"": 40, ""O_SENT_BACK"": 2, ""O_DECLINED"": 2, ""W_Beoordelen fraude"": 1}","{""W_Nabellen offertes"": 892, ""W_Completeren aanvraag"": 399, ""W_Nabellen incomplete dossiers"": 385, ""O_SELECTED"": 128, ""O_CREATED"": 128, ""O_SENT"": 128, ""W_Afhandelen leads"": 120, ""O_CANCELLED"": 90, ""A_ACCEPTED"": 82, ""A_FINALIZED"": 77, ""A_DECLINED"": 65, ""A_CANCELLED"": 51, ""W_Valideren aanvraag"": 42, ""A_PREACCEPTED"": 40, ""O_SENT_BACK"": 2, ""O_DECLINED"": 2, ""W_Beoordelen fraude"": 1}",W_Nabellen offertes,W_Nabellen offertes,95.81954863702964,0.7754883495,3.1417645709829225,0.7686344054988079,0.7477272727272727,0.5740755115659031,0.04912718389881401
Value 10,Value 10,2622,"{""W_Completeren aanvraag"": 1074, ""W_Nabellen offertes"": 721, ""O_SELECTED"": 129, ""O_CREATED"": 129, ""O_SENT"": 129, ""A_ACCEPTED"": 106, ""A_FINALIZED"": 103, ""W_Nabellen incomplete dossiers"": 68, ""O_CANCELLED"": 48, ""A_CANCELLED"": 45, ""A_DECLINED"": 44, ""W_Afhandelen leads"": 17, ""A_PREACCEPTED"": 4, ""O_DECLINED"": 3, ""W_Valideren aanvraag"": 2}","{""W_Completeren aanvraag"": 1030, ""W_Nabellen offertes"": 768, ""O_SELECTED"": 129, ""O_CREATED"": 129, ""O_SENT"": 129, ""A_ACCEPTED"": 106, ""A_FINALIZED"": 103, ""W_Nabellen incomplete dossiers"": 68, ""O_CANCELLED"": 48, ""A_CANCELLED"": 45, ""A_DECLINED"": 44, ""W_Afhandelen leads"": 14, ""A_PREACCEPTED"": 4, ""O_DECLINED"": 3, ""W_Valideren aanvraag"": 2}",W_Completeren aanvraag,W_Completeren aanvraag,232.912932847415,1.1476545565,2.5739319361297364,0.6588185343666715,0.7415158371040724,0.7643763427172596,0.06541240028536353
Value 4,Value 4,2560,"{""W_Nabellen offertes"": 684, ""W_Nabellen incomplete dossiers"": 517, ""W_Completeren aanvraag"": 435, ""W_Afhandelen leads"": 190, ""A_DECLINED"": 111, ""O_SELECTED"": 96, ""O_CREATED"": 96, ""O_SENT"": 96, ""A_ACCEPTED"": 73, ""A_FINALIZED"": 73, ""A_PREACCEPTED"": 70, ""O_CANCELLED"": 47, ""A_CANCELLED"": 40, ""W_Valideren aanvraag"": 24, ""O_DECLINED"": 7, ""O_SENT_BACK"": 1}","{""W_Nabellen offertes"": 699, ""W_Nabellen incomplete dossiers"": 517, ""W_Completeren aanvraag"": 436, ""W_Afhandelen leads"": 174, ""A_DECLINED"": 111, ""O_SELECTED"": 96, ""O_CREATED"": 96, ""O_SENT"": 96, ""A_ACCEPTED"": 73, ""A_FINALIZED"": 73, ""A_PREACCEPTED"": 70, ""O_CANCELLED"": 47, ""A_CANCELLED"": 40, ""W_Valideren aanvraag"": 24, ""O_DECLINED"": 7, ""O_SENT_BACK"": 1}",W_Nabellen offertes,W_Nabellen offertes,314.1837513281168,1.2138568725,3.142202175614279,0.7855505439035697,0.7345767575322812,0.7947361856294668,0.06801047938094935
Value 18,Value 18,2466,"{""W_Completeren aanvraag"": 634, ""W_Nabellen offertes"": 543, ""W_Nabellen incomplete dossiers"": 226, ""W_Afhandelen leads"": 180, ""O_SELECTED"": 138, ""O_CREATED"": 138, ""O_SENT"": 138, ""A_ACCEPTED"": 107, ""A_FINALIZED"": 105, ""A_PREACCEPTED"": 83, ""A_DECLINED"": 71, ""O_CANCELLED"": 47, ""A_CANCELLED"": 32, ""W_Valideren aanvraag"": 21, ""O_DECLINED"": 3}","{""W_Nabellen offertes"": 601, ""W_Completeren aanvraag"": 591, ""W_Nabellen incomplete dossiers"": 227, ""W_Afhandelen leads"": 165, ""O_SELECTED"": 138, ""O_CREATED"": 138, ""O_SENT"": 138, ""A_ACCEPTED"": 107, ""A_FINALIZED"": 105, ""A_PREACCEPTED"": 83, ""A_DECLINED"": 71, ""O_CANCELLED"": 47, ""A_CANCELLED"": 32, ""W_Valideren aanvraag"": 20, ""O_DECLINED"": 3}",W_Completeren aanvraag,W_Nabellen offertes,277.31577666963096,0.4311388085,3.237335299231165,0.828621948838302,0.7696629213483146,0.3584704969182344,0.030676532389205848
Value 8,Value 8,2405,"{""W_Valideren aanvraag"": 918, ""W_Nabellen incomplete dossiers"": 312, ""O_ACCEPTED"": 202, ""A_APPROVED"": 202, ""A_REGISTERED"": 202, ""A_ACTIVATED"": 202, ""A_DECLINED"": 64, ""O_DECLINED"": 59, ""W_Nabellen offertes"": 44, ""W_Beoordelen fraude"": 39, ""W_Completeren aanvraag"": 34, ""O_SELECTED"": 24, ""O_CREATED"": 24, ""O_SENT"": 24, ""O_CANCELLED"": 18, ""O_SENT_BACK"": 12, ""W_Afhandelen leads"": 11, ""A_ACCEPTED"": 6, ""A_FINALIZED"": 6, ""A_CANCELLED"": 1, ""A_PREACCEPTED"": 1}","{""W_Valideren aanvraag"": 913, ""W_Nabellen incomplete dossiers"": 328, ""O_ACCEPTED"": 202, ""A_APPROVED"": 202, ""A_REGISTERED"": 202, ""A_ACTIVATED"": 202, ""A_DECLINED"": 64, ""O_DECLINED"": 59, ""W_Beoordelen fraude"": 39, ""W_Nabellen offertes"": 38, ""W_Completeren aanvraag"": 28, ""O_SELECTED"": 24, ""O_CREATED"": 24, ""O_SENT"": 24, ""O_CANCELLED"": 18, ""O_SENT_BACK"": 12, ""W_Afhandelen leads"": 12, ""A_ACCEPTED"": 6, ""A_FINALIZED"": 6, ""A_CANCELLED"": 1, ""A_PREACCEPTED"": 1}",W_Valideren aanvraag,W_Valideren aanvraag,58.276401430740954,0.167627059,3.050606152556332,0.694532261428955,0.8641753503413583,0.15497353461794955,0.013262041632568779
Value 6,Value 6,2400,"{""W_Valideren aanvraag"": 736, ""W_Nabellen incomplete dossiers"": 266, ""A_REGISTERED"": 223, ""A_APPROVED"": 223, ""O_ACCEPTED"": 223, ""A_ACTIVATED"": 223, ""A_DECLINED"": 74, ""W_Completeren aanvraag"": 69, ""W_Nabellen offertes"": 66, ""W_Afhandelen leads"": 58, ""O_DECLINED"": 57, ""O_SELECTED"": 26, ""O_CREATED"": 26, ""O_SENT"": 26, ""A_PREACCEPTED"": 26, ""O_SENT_BACK"": 23, ""A_ACCEPTED"": 17, ""A_FINALIZED"": 17, ""O_CANCELLED"": 10, ""W_Beoordelen fraude"": 10, ""A_CANCELLED"": 1}","{""W_Valideren aanvraag"": 727, ""W_Nabellen incomplete dossiers"": 297, ""A_REGISTERED"": 223, ""A_APPROVED"": 223, ""O_ACCEPTED"": 223, ""A_ACTIVATED"": 223, ""A_DECLINED"": 74, ""W_Nabellen offertes"": 60, ""W_Completeren aanvraag"": 59, ""O_DECLINED"": 57, ""W_Afhandelen leads"": 51, ""O_SELECTED"": 26, ""O_CREATED"": 26, ""O_SENT"": 26, ""A_PREACCEPTED"": 26, ""O_SENT_BACK"": 23, ""A_ACCEPTED"": 17, ""A_FINALIZED"": 17, ""W_Beoordelen fraude"": 11, ""O_CANCELLED"": 10, ""A_CANCELLED"": 1}",W_Valideren aanvraag,W_Valideren aanvraag,11.92623475007375,0.08319101300000001,3.3701083699195835,0.7672734107152743,0.9032743695897629,0.07991132642801393,0.0068385053010165155
Value 24,Value 24,2107,"{""W_Nabellen offertes"": 518, ""W_Completeren aanvraag"": 472, ""W_Nabellen incomplete dossiers"": 224, ""O_SELECTED"": 142, ""O_CREATED"": 142, ""O_SENT"": 142, ""A_ACCEPTED"": 106, ""A_FINALIZED"": 103, ""W_Afhandelen leads"": 98, ""O_CANCELLED"": 49, ""A_DECLINED"": 38, ""A_PREACCEPTED"": 31, ""W_Valideren aanvraag"": 29, ""A_CANCELLED"": 12, ""O_SENT_BACK"": 1}","{""W_Nabellen offertes"": 583, ""W_Completeren aanvraag"": 423, ""W_Nabellen incomplete dossiers"": 225, ""O_SELECTED"": 142, ""O_CREATED"": 142, ""O_SENT"": 142, ""A_ACCEPTED"": 106, ""A_FINALIZED"": 103, ""W_Afhandelen leads"": 82, ""O_CANCELLED"": 49, ""A_DECLINED"": 38, ""A_PREACCEPTED"": 31, ""W_Valideren aanvraag"": 28, ""A_CANCELLED"": 12, ""O_SENT_BACK"": 1}",W_Nabellen offertes,W_Nabellen offertes,116.64245028368771,0.335644586,3.200401372742778,0.8191684139658635,0.7996204933586337,0.28941401127949695,0.024766942795101374
Value 44,Value 44,2094,"{""W_Nabellen incomplete dossiers"": 521, ""W_Nabellen offertes"": 418, ""W_Completeren aanvraag"": 347, ""O_SELECTED"": 115, ""O_CREATED"": 115, ""O_SENT"": 115, ""W_Afhandelen leads"": 110, ""A_ACCEPTED"": 82, ""A_FINALIZED"": 78, ""A_DECLINED"": 51, ""O_CANCELLED"": 46, ""W_Valideren aanvraag"": 37, ""A_PREACCEPTED"": 36, ""A_CANCELLED"": 18, ""O_DECLINED"": 2, ""O_SENT_BACK"": 2, ""W_Beoordelen fraude"": 1}","{""W_Nabellen incomplete dossiers"": 519, ""W_Nabellen offertes"": 483, ""W_Completeren aanvraag"": 297, ""O_SELECTED"": 115, ""O_CREATED"": 115, ""O_SENT"": 115, ""W_Afhandelen leads"": 95, ""A_ACCEPTED"": 82, ""A_FINALIZED"": 78, ""A_DECLINED"": 51, ""O_CANCELLED"": 46, ""W_Valideren aanvraag"": 39, ""A_PREACCEPTED"": 36, ""A_CANCELLED"": 18, ""O_DECLINED"": 2, ""O_SENT_BACK"": 2, ""W_Beoordelen fraude"": 1}",W_Nabellen incomplete dossiers,W_Nabellen incomplete dossiers,45.67153308023352,0.569610399,3.2046521536068573,0.7840198866802582,0.8047655649500385,0.4508274350618567,0.03858008548126672
Value 13,Value 13,2093,"{""W_Completeren aanvraag"": 870, ""W_Nabellen offertes"": 573, ""O_SELECTED"": 93, ""O_CREATED"": 93, ""O_SENT"": 93, ""A_ACCEPTED"": 80, ""A_FINALIZED"": 76, ""W_Afhandelen leads"": 72, ""O_CANCELLED"": 50, ""A_CANCELLED"": 41, ""A_DECLINED"": 31, ""W_Nabellen incomplete dossiers"": 10, ""A_PREACCEPTED"": 10, ""W_Wijzigen contractgegevens"": 1}","{""W_Completeren aanvraag"": 852, ""W_Nabellen offertes"": 593, ""O_SELECTED"": 93, ""O_CREATED"": 93, ""O_SENT"": 93, ""A_ACCEPTED"": 80, ""A_FINALIZED"": 76, ""W_Afhandelen leads"": 70, ""O_CANCELLED"": 50, ""A_CANCELLED"": 41, ""A_DECLINED"": 31, ""W_Nabellen incomplete dossiers"": 10, ""A_PREACCEPTED"": 10, ""W_Wijzigen contractgegevens"": 1}",W_Completeren aanvraag,W_Completeren aanvraag,251.56567075510608,1.613266451,2.5666570016395545,0.6741312680805863,0.725979882067291,0.9606009526371154,0.0822045509742353
